"","V1","V2","V3","V4","V5"
"1",1,0,0,0,0
"2",2,0,0,0,0
"3",3,0,0,0,0
"4",1,1,0,0,0
"5",1,1,1,0,0
"6",1,1,1,1,0
"7",1,1,1,2,0
"8",1,1,1,3,0
"9",1,1,1,1,1
"10",1,1,1,1,2
"11",1,1,1,1,3
"12",2,1,0,0,0
"13",2,2,0,0,0
"14",2,1,1,0,0
"15",2,1,2,0,0
"16",2,1,1,1,0
"17",2,1,1,2,0
"18",2,1,1,3,0
"19",2,1,1,1,1
"20",2,1,1,1,2
"21",2,1,1,1,3
"22",3,1,0,0,0
"23",3,2,0,0,0
"24",3,3,0,0,0
"25",3,1,1,0,0
"26",3,1,2,0,0
"27",3,1,3,0,0
"28",3,1,1,1,0
"29",3,1,1,2,0
"30",3,1,1,3,0
"31",3,1,1,1,1
"32",3,1,1,1,2
"33",3,1,1,1,3
"34",2,2,1,0,0
"35",2,2,2,0,0
"36",2,2,1,1,0
"37",2,2,1,2,0
"38",2,2,1,3,0
"39",2,2,1,1,1
"40",2,2,1,1,2
"41",2,2,1,1,3
"42",3,2,1,0,0
"43",3,2,2,0,0
"44",3,2,3,0,0
"45",3,2,1,1,0
"46",3,2,1,2,0
"47",3,2,1,3,0
"48",3,2,1,1,1
"49",3,2,1,1,2
"50",3,2,1,1,3
"51",3,3,1,0,0
"52",3,3,2,0,0
"53",3,3,3,0,0
"54",3,3,1,1,0
"55",3,3,1,2,0
"56",3,3,1,3,0
"57",3,3,1,1,1
"58",3,3,1,1,2
"59",3,3,1,1,3
"60",2,1,2,1,0
"61",2,1,2,2,0
"62",2,1,2,3,0
"63",2,1,2,1,1
"64",2,1,2,1,2
"65",2,1,2,1,3
"66",3,1,2,1,0
"67",3,1,2,2,0
"68",3,1,2,3,0
"69",3,1,2,1,1
"70",3,1,2,1,2
"71",3,1,2,1,3
"72",2,2,2,1,0
"73",2,2,2,2,0
"74",2,2,2,3,0
"75",2,2,2,1,1
"76",2,2,2,1,2
"77",2,2,2,1,3
"78",3,2,2,1,0
"79",3,2,2,2,0
"80",3,2,2,3,0
"81",3,2,2,1,1
"82",3,2,2,1,2
"83",3,2,2,1,3
"84",3,3,2,1,0
"85",3,3,2,2,0
"86",3,3,2,3,0
"87",3,3,2,1,1
"88",3,3,2,1,2
"89",3,3,2,1,3
"90",3,1,3,1,0
"91",3,1,3,2,0
"92",3,1,3,3,0
"93",3,1,3,1,1
"94",3,1,3,1,2
"95",3,1,3,1,3
"96",3,2,3,1,0
"97",3,2,3,2,0
"98",3,2,3,3,0
"99",3,2,3,1,1
"100",3,2,3,1,2
"101",3,2,3,1,3
"102",3,3,3,1,0
"103",3,3,3,2,0
"104",3,3,3,3,0
"105",3,3,3,1,1
"106",3,3,3,1,2
"107",3,3,3,1,3
"108",1,1,1,2,1
"109",1,1,1,2,2
"110",1,1,1,2,3
"111",2,1,1,2,1
"112",2,1,1,2,2
"113",2,1,1,2,3
"114",3,1,1,2,1
"115",3,1,1,2,2
"116",3,1,1,2,3
"117",2,2,1,2,1
"118",2,2,1,2,2
"119",2,2,1,2,3
"120",3,2,1,2,1
"121",3,2,1,2,2
"122",3,2,1,2,3
"123",3,3,1,2,1
"124",3,3,1,2,2
"125",3,3,1,2,3
"126",2,1,2,2,1
"127",2,1,2,2,2
"128",2,1,2,2,3
"129",3,1,2,2,1
"130",3,1,2,2,2
"131",3,1,2,2,3
"132",2,2,2,2,1
"133",2,2,2,2,2
"134",2,2,2,2,3
"135",3,2,2,2,1
"136",3,2,2,2,2
"137",3,2,2,2,3
"138",3,3,2,2,1
"139",3,3,2,2,2
"140",3,3,2,2,3
"141",3,1,3,2,1
"142",3,1,3,2,2
"143",3,1,3,2,3
"144",3,2,3,2,1
"145",3,2,3,2,2
"146",3,2,3,2,3
"147",3,3,3,2,1
"148",3,3,3,2,2
"149",3,3,3,2,3
"150",1,1,1,3,1
"151",1,1,1,3,2
"152",1,1,1,3,3
"153",2,1,1,3,1
"154",2,1,1,3,2
"155",2,1,1,3,3
"156",3,1,1,3,1
"157",3,1,1,3,2
"158",3,1,1,3,3
"159",2,2,1,3,1
"160",2,2,1,3,2
"161",2,2,1,3,3
"162",3,2,1,3,1
"163",3,2,1,3,2
"164",3,2,1,3,3
"165",3,3,1,3,1
"166",3,3,1,3,2
"167",3,3,1,3,3
"168",2,1,2,3,1
"169",2,1,2,3,2
"170",2,1,2,3,3
"171",3,1,2,3,1
"172",3,1,2,3,2
"173",3,1,2,3,3
"174",2,2,2,3,1
"175",2,2,2,3,2
"176",2,2,2,3,3
"177",3,2,2,3,1
"178",3,2,2,3,2
"179",3,2,2,3,3
"180",3,3,2,3,1
"181",3,3,2,3,2
"182",3,3,2,3,3
"183",3,1,3,3,1
"184",3,1,3,3,2
"185",3,1,3,3,3
"186",3,2,3,3,1
"187",3,2,3,3,2
"188",3,2,3,3,3
"189",3,3,3,3,1
"190",3,3,3,3,2
"191",3,3,3,3,3
